Sample,FullPath,Label,Malware_Class,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,ImageBase,SectionAlignment,SizeOfHeaders,Machine,Magic,Num_Sections,Non_Standard_Sections,Size_Mismatch_Count,Avg_Entropy,Packed,Total_VirtualSize,Total_RawSize,Num_Imported_DLLs,Num_Imported_APIs,has_msvcpl40.dll,has_user32.dll,has_vcruntime140.dll,has_oleaut32.dll,has_kernel.dll,has_mscore.dll,has_advapi.dll,has_WriteFile,has_CreateProcessW,has_CreateDirectory,has_sleep,has_GetProcAddress,has_CreatePopupMenu,has_CloseClipboard,has_LoadLibraryA,has_GetModuleHandleA
37f4e9d0153221d9a236f299151c9f6911a6f78fff54c91b94ea64d1f3a8872b,C:\samples\malware\VolatileCedar.Explosion\37f4e9d0153221d9a236f299151c9f6911a6f78fff54c91b94ea64d1f3a8872b,malware,VolatileCedar.Explosion,7,10,69632,94208,0,32527,4096,268435456,4096,4096,332,267,4,0,4,4.799,0,156989,98304,10,138,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
388f5bc2f088769b361dfe8a45f0d5237c4580b287612422a03babe6994339ff,C:\samples\malware\VolatileCedar.Explosion\388f5bc2f088769b361dfe8a45f0d5237c4580b287612422a03babe6994339ff,malware,VolatileCedar.Explosion,7,10,262144,376832,0,201419,4096,4194304,4096,4096,332,267,5,1,5,4.497,0,627450,606208,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
3bedb4bdb17718fda1edd1a8fa4289dc61fdda598474b5648414e4565e88ecd5,C:\samples\malware\VolatileCedar.Explosion\3bedb4bdb17718fda1edd1a8fa4289dc61fdda598474b5648414e4565e88ecd5,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200763,4096,4194304,4096,4096,332,267,5,1,5,4.526,0,441758,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
41dd95533d85a0fd099ee79fbb4c8699ae6f9299b74034b8bafa3b0ea4a1fb3a,C:\samples\malware\VolatileCedar.Explosion\41dd95533d85a0fd099ee79fbb4c8699ae6f9299b74034b8bafa3b0ea4a1fb3a,malware,VolatileCedar.Explosion,7,10,69632,98304,0,32959,4096,268435456,4096,4096,332,267,5,0,5,4.061,0,157939,102400,9,138,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
50414f60d7e24d25f9ebb68f99d67a46e8b12458474ac503b6e0d0562075a985,C:\samples\malware\VolatileCedar.Explosion\50414f60d7e24d25f9ebb68f99d67a46e8b12458474ac503b6e0d0562075a985,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200763,4096,4194304,4096,4096,332,267,5,1,5,4.526,0,441758,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
52cb02da0462fdd08d537b2c949e2e252f7a7a88354d596e9f5c9f1498d1c68f,C:\samples\malware\VolatileCedar.Explosion\52cb02da0462fdd08d537b2c949e2e252f7a7a88354d596e9f5c9f1498d1c68f,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200107,4096,4194304,4096,4096,332,267,5,1,5,4.519,0,440390,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
5663b2d4a4aec55d5d6fb507e3fdcb92ffc978d411de68b084c37f86af6d2e19,C:\samples\malware\VolatileCedar.Explosion\5663b2d4a4aec55d5d6fb507e3fdcb92ffc978d411de68b084c37f86af6d2e19,malware,VolatileCedar.Explosion,7,10,262144,376832,0,201419,4096,4194304,4096,4096,332,267,5,1,5,4.497,0,627450,606208,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
5a310669920099cd51f82bc9eb5459e9889b6357a21f7ce95ac961e053c79acb,C:\samples\malware\VolatileCedar.Explosion\5a310669920099cd51f82bc9eb5459e9889b6357a21f7ce95ac961e053c79acb,malware,VolatileCedar.Explosion,7,10,163840,65536,0,104851,4096,4194304,4096,4096,332,267,5,1,5,3.309,0,216716,208896,4,128,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1
5d491ea5705e90c817cf0f5211c9edbcd5291fe8bd4cc69cdb58e8d0e6b6d1fe,C:\samples\malware\VolatileCedar.Explosion\5d491ea5705e90c817cf0f5211c9edbcd5291fe8bd4cc69cdb58e8d0e6b6d1fe,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200763,4096,4194304,4096,4096,332,267,5,1,5,4.526,0,441758,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
6674ffe375f8ab54cfa2a276e4a39b414cf327e0b00733c215749e8a94385c63,C:\samples\malware\VolatileCedar.Explosion\6674ffe375f8ab54cfa2a276e4a39b414cf327e0b00733c215749e8a94385c63,malware,VolatileCedar.Explosion,7,10,45056,40960,0,15109,4096,4194304,4096,4096,332,267,4,0,4,4.624,0,89324,86016,4,79,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
78201fd42dfc65e94774d8a9b87293c19044ad93edf59d3ff6846766ed4c3e2e,C:\samples\malware\VolatileCedar.Explosion\78201fd42dfc65e94774d8a9b87293c19044ad93edf59d3ff6846766ed4c3e2e,malware,VolatileCedar.Explosion,7,10,61440,32768,0,31495,4096,4194304,4096,4096,332,267,4,0,4,3.382,0,83731,86016,4,86,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
97ab07c8020aead6ce0d9196e03d3917045e65e8c65e52a16ec6ef660dd96968,C:\samples\malware\VolatileCedar.Explosion\97ab07c8020aead6ce0d9196e03d3917045e65e8c65e52a16ec6ef660dd96968,malware,VolatileCedar.Explosion,7,10,69632,98304,0,32959,4096,268435456,4096,4096,332,267,5,0,5,4.004,0,157755,102400,9,138,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
a98099541168c7f36b107e24e9c80c9125fefb787ae720799b03bb4425aba1a9,C:\samples\malware\VolatileCedar.Explosion\a98099541168c7f36b107e24e9c80c9125fefb787ae720799b03bb4425aba1a9,malware,VolatileCedar.Explosion,7,10,278528,114688,0,212913,4096,4194304,4096,4096,332,267,5,1,5,3.354,0,377568,352256,13,242,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
b275c8978d18832bd3da9975d0f43cbc90e09a99718f4efaf1be7b43db46cf95,C:\samples\malware\VolatileCedar.Explosion\b275c8978d18832bd3da9975d0f43cbc90e09a99718f4efaf1be7b43db46cf95,malware,VolatileCedar.Explosion,7,10,90112,49152,0,46422,4096,4194304,4096,4096,332,267,4,0,4,3.804,0,132208,118784,8,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
b74bd5660baf67038353136978ed16dbc7d105c60c121cf64c61d8f3d31de32c,C:\samples\malware\VolatileCedar.Explosion\b74bd5660baf67038353136978ed16dbc7d105c60c121cf64c61d8f3d31de32c,malware,VolatileCedar.Explosion,7,10,65536,98304,0,29315,4096,268435456,4096,4096,332,267,5,0,5,4.006,0,153344,98304,9,126,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
bc12d7052e6cfce8f16625ca8b88803cd4e58356eb32fe62667336d4dee708a3,C:\samples\malware\VolatileCedar.Explosion\bc12d7052e6cfce8f16625ca8b88803cd4e58356eb32fe62667336d4dee708a3,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200715,4096,4194304,4096,4096,332,267,5,1,5,4.526,0,441694,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
bd039bb73f297062ab65f695dd6defafd146f6f233c451e5ac967a720b41fc14,C:\samples\malware\VolatileCedar.Explosion\bd039bb73f297062ab65f695dd6defafd146f6f233c451e5ac967a720b41fc14,malware,VolatileCedar.Explosion,7,10,69632,98304,0,32943,4096,268435456,4096,4096,332,267,5,0,5,4.053,0,157906,102400,9,137,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
bdef2ddcd8d4d66a42c9cbafd5cf7d86c4c0e3ed8c45cc734742c5da2fb573f7,C:\samples\malware\VolatileCedar.Explosion\bdef2ddcd8d4d66a42c9cbafd5cf7d86c4c0e3ed8c45cc734742c5da2fb573f7,malware,VolatileCedar.Explosion,7,10,262144,159744,0,201723,4096,4194304,4096,4096,332,267,5,1,5,4.923,1,409344,389120,12,230,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
bed0bec3d123e7611dc3d722813eeb197a2b8048396cef4414f29f24af3a29c4,C:\samples\malware\VolatileCedar.Explosion\bed0bec3d123e7611dc3d722813eeb197a2b8048396cef4414f29f24af3a29c4,malware,VolatileCedar.Explosion,7,10,90112,49152,0,46006,4096,4194304,4096,4096,332,267,4,0,4,3.804,0,131812,118784,8,129,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
bfc63b30624332f4fc2e510f95b69d18dd0241eb0d2fcd33ed2e81b7275ab488,C:\samples\malware\VolatileCedar.Explosion\bfc63b30624332f4fc2e510f95b69d18dd0241eb0d2fcd33ed2e81b7275ab488,malware,VolatileCedar.Explosion,7,10,20480,24576,0,4535,4096,268435456,4096,4096,332,267,5,0,5,3.241,0,34294,40960,2,59,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
d0f059ba21f06021579835a55220d1e822d1233f95879ea6f7cb9d301408c821,C:\samples\malware\VolatileCedar.Explosion\d0f059ba21f06021579835a55220d1e822d1233f95879ea6f7cb9d301408c821,malware,VolatileCedar.Explosion,7,10,241664,163840,0,184625,4096,4194304,4096,4096,332,267,5,1,5,3.65,0,392124,372736,12,227,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
d30f306d4d866a07372b94f7657a7a2b0500137fe7ef51678d0ef4249895c2c5,C:\samples\malware\VolatileCedar.Explosion\d30f306d4d866a07372b94f7657a7a2b0500137fe7ef51678d0ef4249895c2c5,malware,VolatileCedar.Explosion,7,10,163840,65536,0,104787,4096,4194304,4096,4096,332,267,5,1,5,3.307,0,216614,208896,4,128,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1
d8fdcdaad652c19f4f4676cd2f89ae834dbc19e2759a206044b18601875f2726,C:\samples\malware\VolatileCedar.Explosion\d8fdcdaad652c19f4f4676cd2f89ae834dbc19e2759a206044b18601875f2726,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200763,4096,4194304,4096,4096,332,267,5,1,5,4.526,0,441758,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
dea53e331d3b9f21354147f60902f6e132f06183ed2f4a28e67816f9cb140a90,C:\samples\malware\VolatileCedar.Explosion\dea53e331d3b9f21354147f60902f6e132f06183ed2f4a28e67816f9cb140a90,malware,VolatileCedar.Explosion,7,10,262144,167936,0,200763,4096,4194304,4096,4096,332,267,5,1,5,3.615,0,416854,397312,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
e2e6ed82703de21eb4c5885730ba3db42f3ddda8b94beb2ee0c3af61bc435747,C:\samples\malware\VolatileCedar.Explosion\e2e6ed82703de21eb4c5885730ba3db42f3ddda8b94beb2ee0c3af61bc435747,malware,VolatileCedar.Explosion,7,10,278528,114688,0,213009,4096,4194304,4096,4096,332,267,5,1,5,3.356,0,377704,352256,13,242,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
e5b68ab68b12c3eaff612ada09eb2d4c403f923cdec8a5c8fe253c6773208baf,C:\samples\malware\VolatileCedar.Explosion\e5b68ab68b12c3eaff612ada09eb2d4c403f923cdec8a5c8fe253c6773208baf,malware,VolatileCedar.Explosion,7,10,241664,163840,0,184625,4096,4194304,4096,4096,332,267,5,1,5,3.649,0,392108,372736,12,227,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
ea335556fecaf983f6f26b9788b286fbf5bd85ff403bb4a1db604496d011be29,C:\samples\malware\VolatileCedar.Explosion\ea335556fecaf983f6f26b9788b286fbf5bd85ff403bb4a1db604496d011be29,malware,VolatileCedar.Explosion,7,10,65536,49152,0,21980,4096,268435456,4096,4096,332,267,6,1,6,3.227,0,96798,102400,5,95,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
ef47aaf4e964e1e1b7787c480e60a744550de847618510d2bf54bbc5bda57470,C:\samples\malware\VolatileCedar.Explosion\ef47aaf4e964e1e1b7787c480e60a744550de847618510d2bf54bbc5bda57470,malware,VolatileCedar.Explosion,7,10,90112,49152,0,46422,4096,4194304,4096,4096,332,267,4,0,4,3.804,0,132208,118784,8,128,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
fc085d9be18f3d8d7ca68fbe1d9e29abbe53e7582453f61a9cd65da06961f751,C:\samples\malware\VolatileCedar.Explosion\fc085d9be18f3d8d7ca68fbe1d9e29abbe53e7582453f61a9cd65da06961f751,malware,VolatileCedar.Explosion,7,10,262144,192512,0,200763,4096,4194304,4096,4096,332,267,5,1,5,4.526,0,441742,421888,12,231,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1
Q300972I.EXE,C:\samples\malware\W32.CodeRed.Worm.C\PATCH\NT4\Q300972I.EXE,malware,NT4,6,10,19968,1536,68096,7168,4096,83886080,4096,512,332,267,3,1,3,4.839,1,88572,235554,4,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q30097~1.EXE,C:\samples\malware\W32.CodeRed.Worm.C\PATCH\WINK\Q30097~1.EXE,malware,WINK,6,10,19968,1536,68096,7168,4096,83886080,4096,512,332,267,3,1,3,4.838,1,88572,230008,4,42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TESTDE~1.CPL,C:\samples\malware\W32.Duni.A\TESTDE~1.CPL,malware,W32.Duni.A,2,25,233472,4096,360448,596448,364544,4194304,4096,4096,332,267,3,2,3,3.644,1,598016,235008,8,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
W32.Elkern.4926.exe,C:\samples\malware\W32.Elkern.B\W32.Elkern.4926.exe,malware,W32.Elkern.B,6,0,225280,241664,0,226176,4096,4194304,4096,4096,332,267,6,2,5,3.892,0,453151,393216,4,149,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"Adobe, Acrobat PDF Writer 3.exe","C:\samples\malware\W32.HLLP.Hantaner.A\Adobe, Acrobat PDF Writer 3.exe",malware,W32.HLLP.Hantaner.A,2,25,24576,4096,1077248,1102656,1081344,4194304,4096,4096,332,267,3,2,3,3.493,1,1105920,23040,4,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
blanca de nieve.scr,C:\samples\malware\W32.Hybris.Worm.B\blanca de nieve.scr,malware,W32.Hybris.Worm.B,0,0,22016,0,0,4096,4096,4194304,4096,512,332,267,2,0,2,5.258,1,28672,21762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FLASH829.EXE,C:\samples\malware\W32.Hybris.Worm.B\FLASH829.EXE,malware,W32.Hybris.Worm.B,0,0,21504,0,0,4096,4096,4194304,4096,512,332,267,2,0,2,5.252,1,28672,21350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
midgets.scr,C:\samples\malware\W32.Hybris.Worm.B\midgets.scr,malware,W32.Hybris.Worm.B,0,0,21504,0,0,4096,4096,4194304,4096,512,332,267,2,0,2,5.253,1,28672,21350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F897A65B.exe,C:\samples\malware\W32.Klez.E\F897A65B.exe,malware,W32.Klez.E,6,0,49152,557056,0,32888,4096,4194304,4096,4096,332,267,4,0,3,4.258,0,596560,69648,4,117,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
FixKlez.com,C:\samples\malware\W32.Klez.E\FixKlez.com,malware,W32.Klez.E,6,0,90112,8192,270336,363648,274432,4194304,4096,4096,332,267,3,2,3,3.749,1,368640,93696,7,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Win32_klez.exe,C:\samples\malware\W32.Klez.E\Win32_klez.exe,malware,W32.Klez.E,7,0,159744,102400,0,56638,4096,4194304,4096,4096,332,267,4,0,4,4.827,0,250844,249856,13,354,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
FixKlez.com,C:\samples\malware\W32.Klez.H\FixKlez.com,malware,W32.Klez.H,6,0,90112,8192,270336,363648,274432,4194304,4096,4096,332,267,3,2,3,3.749,1,368640,93696,7,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SCHDPL32.exe,C:\samples\malware\W32.Klez.H\SCHDPL32.exe,malware,W32.Klez.H,6,0,49152,561152,0,33880,4096,4194304,4096,4096,332,267,4,0,4,4.766,0,684292,162304,4,119,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
Win32_klez.exe,C:\samples\malware\W32.Klez.H\Win32_klez.exe,malware,W32.Klez.H,7,0,159744,102400,0,56638,4096,4194304,4096,4096,332,267,4,0,4,4.827,0,250844,249856,13,354,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
f-mydoom.exe,C:\samples\malware\W32.MyDoom.A\f-mydoom.exe,malware,W32.MyDoom.A,5,10,78848,52224,0,47184,4096,4194304,4096,1024,332,267,3,0,3,5.165,0,130216,112640,2,105,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
strip-girl-2.0bdcom_patches.exe,C:\samples\malware\W32.MyDoom.A\strip-girl-2.0bdcom_patches.exe,malware,W32.MyDoom.A,7,0,20480,4096,24576,48736,28672,4849664,4096,4096,332,267,3,2,2,3.569,1,49152,21504,5,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
FIX_NIMDA.exe,C:\samples\malware\W32.Nimda.A\FIX_NIMDA.exe,malware,W32.Nimda.A,6,0,28672,16384,0,10726,4096,4194304,4096,4096,332,267,3,0,3,4.673,0,36884,36864,1,64,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
slide.exe,C:\samples\malware\W32.Nimda.A\slide.exe,malware,W32.Nimda.A,6,0,65536,45056,0,39447,4096,4194304,4096,4096,332,267,3,0,3,4.586,0,101373,98304,3,59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
sample.exe,C:\samples\malware\W32.Nimda.E\sample.exe,malware,W32.Nimda.E,6,0,28672,24576,0,29959,4096,926351360,4096,4096,332,267,5,0,4,4.712,0,57778,53248,3,94,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
scanslam.exe,C:\samples\malware\W32.Slammer\scanslam.exe,malware,W32.Slammer,6,0,45056,16384,0,14124,4096,4194304,4096,4096,332,267,3,0,3,4.772,0,55818,57344,2,69,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
W32_Swen@MM.exe,C:\samples\malware\W32.Swen\W32_Swen@MM.exe,malware,W32.Swen,6,0,53248,81920,0,664,4096,4194304,4096,4096,332,267,4,0,4,5.38,0,128943,102400,8,148,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1b893ca3b782679b1e5d1afecb75be7bcc145b5da21a30f6c18dbddc9c6de4e7,C:\samples\malware\Waski.Upatre\1b893ca3b782679b1e5d1afecb75be7bcc145b5da21a30f6c18dbddc9c6de4e7,malware,Waski.Upatre,9,0,12800,15872,0,14288,4096,4194304,4096,1024,332,267,3,0,3,5.505,0,27812,27136,5,14,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23f12c28515e7b9d8b2dd60ef660290ae32434bb50d56a8c8259df4881800971,C:\samples\malware\Waski.Upatre\23f12c28515e7b9d8b2dd60ef660290ae32434bb50d56a8c8259df4881800971,malware,Waski.Upatre,2,6,8192,86016,438272,4096,4096,4194304,4096,1536,332,267,5,2,5,3.679,1,127472,44032,12,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f2781d44c71a2c0509173118dd97e5196db510a65c9f659dc2366fa315fe5e5,C:\samples\malware\Waski.Upatre\3f2781d44c71a2c0509173118dd97e5196db510a65c9f659dc2366fa315fe5e5,malware,Waski.Upatre,5,12,7168,49664,0,16384,4096,4194304,4096,1024,332,267,6,3,6,2.819,0,55398,56320,3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40accff9b9d71053d4d6f95e6efd7eca1bb1ef5af77c319fe5a4b429eb373990,C:\samples\malware\Waski.Upatre\40accff9b9d71053d4d6f95e6efd7eca1bb1ef5af77c319fe5a4b429eb373990,malware,Waski.Upatre,5,12,7168,49664,0,16384,4096,4194304,4096,1024,332,267,6,3,6,2.817,0,55398,56320,3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73ebf8c9571f00c9923c87e7442f3d9132627163c5a64e40ad4eb1a1f2266de9,C:\samples\malware\Waski.Upatre\73ebf8c9571f00c9923c87e7442f3d9132627163c5a64e40ad4eb1a1f2266de9,malware,Waski.Upatre,5,12,7168,49664,0,16384,4096,4194304,4096,1024,332,267,6,3,6,2.839,0,55354,56320,3,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Win32.AgentTesla.exe,C:\samples\malware\Win32.AgentTesla\Win32.AgentTesla.exe,malware,Win32.AgentTesla,11,0,435200,25088,0,443086,8192,4194304,8192,512,332,267,3,0,3,3.705,0,459104,460288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_4.exe,C:\samples\malware\Win32.Alina.3.4.B\3_4.exe,malware,Win32.Alina.3.4.B,10,0,61440,4096,352256,414720,356352,4194304,4096,4096,332,267,3,3,3,3.487,1,417792,59904,7,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4bfe2216ee63657312af1b2507c8f2bf362fdf1d63c88faba397e880c2e39430,C:\samples\malware\Win32.APT28.SekoiaRootkit\4bfe2216ee63657312af1b2507c8f2bf362fdf1d63c88faba397e880c2e39430,malware,Win32.APT28.SekoiaRootkit,9,0,29696,3584,0,45156,4096,65536,4096,1024,34404,523,6,1,6,3.064,0,32219,33280,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avatar_Rootkit_NETbotnet_32d6644c5ea66e390070d3dc3401e54b_unpacked,C:\samples\malware\Win32.Avatar\Avatar_Rootkit_NETbotnet_32d6644c5ea66e390070d3dc3401e54b_unpacked,malware,Win32.Avatar,10,0,12288,115712,0,8992,4096,4194304,4096,1024,332,267,5,0,5,4.89,1,126903,128000,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ImplantBigBang.bin,C:\samples\malware\Win32.BigBang\ImplantBigBang.bin,malware,Win32.BigBang,14,12,673280,336384,0,281259,4096,4194304,4096,1024,332,267,5,0,5,5.85,0,1008437,1003520,11,219,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
TheBigBang.bin,C:\samples\malware\Win32.BigBang\TheBigBang.bin,malware,Win32.BigBang,14,0,915968,674304,0,548672,4096,4194304,4096,1024,332,267,6,1,6,4.609,0,1604928,1590272,11,195,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
TheBigBangImplant.bin,C:\samples\malware\Win32.BigBang\TheBigBangImplant.bin,malware,Win32.BigBang,14,12,565248,316928,0,275803,4096,4194304,4096,1024,332,267,5,0,4,5.824,0,881485,876544,11,220,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
bea95bebec95e0893a845f62e832d7cf.exe.ViR,C:\samples\malware\Win32.Boaxxe.BB\bea95bebec95e0893a845f62e832d7cf.exe.ViR,malware,Win32.Boaxxe.BB,6,0,24064,164864,1024,12538,4096,4194304,4096,1024,332,267,5,1,5,4.157,0,218400,32768,8,154,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
c34e5d36bd3a9a6fca92e900ab015aa50bb20d2cd6c0b6e03d070efe09ee689a,C:\samples\malware\Win32.BUMBLEBEE_0.1\c34e5d36bd3a9a6fca92e900ab015aa50bb20d2cd6c0b6e03d070efe09ee689a,malware,Win32.BUMBLEBEE_0.1,14,0,38912,2422784,0,33936,4096,6442450944,4096,1024,34404,523,7,1,7,4.442,1,2459662,2459136,1,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8c213b3707b0b042d769fdf543c6e8bd7c127cea6a9bc989eaf241a1505d1ed9,C:\samples\malware\Win32.Caphaw.Shylock\8c213b3707b0b042d769fdf543c6e8bd7c127cea6a9bc989eaf241a1505d1ed9,malware,Win32.Caphaw.Shylock,7,10,24832,2176,0,24070,1024,65536,128,1024,332,267,3,1,3,5.637,0,26792,27008,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f65fa71e8ffe11bb6e7c6c84c3d365f4fe729e1e9c38cb4f073d2b65058465fa,C:\samples\malware\Win32.Caphaw.Shylock\f65fa71e8ffe11bb6e7c6c84c3d365f4fe729e1e9c38cb4f073d2b65058465fa,malware,Win32.Caphaw.Shylock,7,10,20480,253952,0,5467,4096,4194304,4096,4096,332,267,4,0,4,5.188,1,263986,274432,5,59,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
AAA._xe,C:\samples\malware\Win32.Carberp\AAA._xe,malware,Win32.Carberp,8,0,77824,78336,0,71440,4096,4194304,4096,1024,332,267,5,0,1,6.301,1,313856,156160,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,C:\samples\malware\Win32.Cridex\17,malware,Win32.Cridex,8,4,86016,4096,90112,176352,94208,4194304,4096,4096,332,267,3,2,3,3.661,1,180224,85504,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
loader_00400000.Embedded01.DLL,C:\samples\malware\Win32.Cutwail\1\loader_00400000.Embedded01.DLL,malware,1,7,10,16384,16384,0,16837,4096,268435456,4096,4096,332,267,4,0,4,2.564,0,24083,28672,5,73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
loader_00400000.Embedded01.SYS,C:\samples\malware\Win32.Cutwail\1\loader_00400000.Embedded01.SYS,malware,1,7,10,10112,1664,0,9616,768,65536,128,768,332,267,5,1,5,3.696,0,11372,11776,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
counter.exe,C:\samples\malware\Win32.Cutwail\2\counter.exe,malware,2,5,12,27648,3584,0,16896,4096,4194304,4096,1024,332,267,4,0,4,4.61,1,30676,31232,2,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
psih.safe,C:\samples\malware\Win32.Cutwail\3\psih.safe,malware,3,6,0,24576,4096,73728,100624,77824,319815680,4096,4096,332,267,3,2,3,3.785,1,102400,26112,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
unpacked_.safe,C:\samples\malware\Win32.Cutwail\3\unpacked_.safe,malware,3,9,0,16384,4096,24576,7168,53248,319815680,4096,4096,332,267,7,4,0,4.448,1,81993,81993,3,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
decrypted.ex_,C:\samples\malware\Win32.Cutwail\4\decrypted.ex_,malware,4,5,12,48128,1024,0,4096,4096,142606336,4096,1024,332,267,3,0,3,2.756,1,48086,49152,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hui.ex1,C:\samples\malware\Win32.Cutwail\4\hui.ex1,malware,4,5,12,2048,38400,0,4096,4096,4194304,4096,1024,332,267,5,0,5,3.83,1,39170,40448,3,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Win32.DarkTequila.exe,C:\samples\malware\Win32.DarkTequila\Win32.DarkTequila.exe,malware,Win32.DarkTequila,10,0,876544,4096,49152,924368,53248,4194304,4096,4096,332,267,3,2,3,3.561,1,929792,876544,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29D6161522C7F7F21B35401907C702BDDB05ED47.bin,C:\samples\malware\Win32.Emotet\29D6161522C7F7F21B35401907C702BDDB05ED47.bin,malware,Win32.Emotet,6,0,28672,12288,0,5168,4096,4194304,4096,4096,332,267,3,0,3,3.697,0,37228,40960,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
